PERMNO,bankruptcy_dt
83709,13-04-2006
83719,20-07-1998
83719,20-12-2002
83726,12-07-2006
83739,11-01-2001
83743,26-08-2005
83745,12-07-2001
83751,23-03-2000
83753,12-03-1998
83761,06-12-2001
83761,15-05-2009
83765,29-05-2007
83775,17-09-1985
83780,09-01-2001
83786,13-04-2000
83788,26-01-2000
83804,14-03-2003
83813,26-07-2005
83816,23-01-2003
83829,20-09-2000
83840,01-11-2013
83841,19-10-2001
83857,28-05-1999
83860,03-11-2006
83865,27-04-2000
83870,27-07-1999
83873,08-09-1999
83881,09-11-1998
83890,03-02-2000
83897,30-04-2010
83901,02-06-2000
83904,08-09-1998
83905,13-11-2001
83918,12-05-2005
83919,21-12-2001
83925,08-06-2000
83936,06-10-1998
83947,21-10-2009
83952,12-02-2002
83954,20-03-2007
83959,15-08-2001
83975,27-02-1998
83981,23-12-2005
83985,03-03-2004
83995,07-01-2009
84018,24-12-1998
84031,12-02-2009
84040,04-03-2003
84045,22-09-2000
84047,10-12-2002
84050,01-08-2000
84065,03-09-1999
84065,13-10-2000
84074,21-10-1998
84077,27-09-2000
84094,01-05-2000
84094,20-08-2002
84096,05-12-2001
84108,05-03-2012
84117,02-06-2004
84126,19-01-1999
84132,08-06-2000
84138,24-10-2002
84144,11-03-2005
84147,02-05-2001
84164,17-12-2007
84169,02-05-2008
84188,01-01-1985
84191,04-01-2002
84195,24-03-1999
84200,04-09-2002
84201,15-12-1998
84205,31-03-2003
84216,25-01-2002
84216,08-10-2007
84221,02-12-1998
84227,15-02-2001
84229,07-02-2008
84231,03-06-2003
84233,22-06-2001
84234,19-01-1999
84235,12-04-2000
84241,27-03-2003
84244,18-07-2001
84246,11-05-1999
84247,16-03-2009
84251,03-05-2001
84252,02-08-2000
84264,31-08-2000
84270,02-11-1998
84274,08-09-2003
84274,04-08-2005
84282,17-08-2001
84288,29-06-2001
84308,23-03-1999
84308,25-03-2002
84309,12-02-2014
84311,06-02-2013
84318,22-08-2000
84321,15-06-2012
84326,06-06-2006
84330,28-01-2013
84335,06-04-2001
84341,26-09-2003
84345,16-01-2008
84351,03-03-1999
84351,15-04-2014
84360,26-05-1999
84363,03-06-2004
84400,09-05-2006
84412,26-07-2002
84416,11-04-2014
84423,10-08-1999
84427,15-11-2000
84434,06-03-2003
84487,22-11-1982
84508,27-01-2005
84520,23-03-2001
84521,07-12-1999
84521,31-01-2003
84530,02-10-2009
84553,10-03-2015
84563,14-08-1995
84564,04-04-2002
84567,13-05-1982
84572,10-05-2011
84577,12-11-2008
84581,19-02-2019
84610,17-11-1999
84619,20-07-2000
84628,12-04-2001
84635,21-11-2001
84645,14-05-1999
84653,17-04-1998
84690,01-01-1982
84724,27-04-1999
84729,23-10-2002
84731,14-02-2002
84732,10-10-2003
84732,23-12-2004
84735,12-03-2003
84739,13-08-2001
84745,19-07-2002
84747,31-12-1998
84753,23-08-2001
84755,07-10-2002
84771,27-01-2000
84790,20-06-2001
84797,10-03-1999
84808,18-05-2017
85001,15-10-2004
85004,07-03-2001
85005,17-12-2010
85009,04-09-1992
85025,06-04-2007
85043,13-03-2001
85043,08-08-2002
85046,21-10-2002
85055,20-12-1999
85078,27-06-2003
85105,18-12-1986
85159,23-01-2004
85160,15-10-2001
85163,21-12-1999
85168,09-03-2015
85180,27-04-2001
85188,24-07-2000
85192,24-12-2009
85196,28-09-2007
85215,10-02-1999
85216,16-11-2011
85242,24-07-2001
85243,05-02-2002
85247,14-11-2001
85266,17-12-2003
85275,08-02-2001
85283,14-02-2000
85286,29-09-1999
85286,31-05-2009
85302,15-02-2002
85364,13-03-2003
85365,28-09-1999
85379,14-09-2001
85386,01-12-1999
85388,17-06-2002
85396,01-06-2004
85401,18-09-2014
85402,30-09-2011
85410,13-08-2007
85433,15-09-2008
85433,22-07-2016
85439,29-03-1977
85454,10-04-2001
85457,25-01-2011
85471,01-01-1987
85473,26-06-2002
85475,20-05-2008
85479,22-05-2002
85489,11-06-2001
85501,26-03-2001
85505,14-12-2001
85507,20-06-2000
85508,13-05-2001
85512,16-12-2004
85523,27-12-2007
85525,05-02-2002
85527,24-07-2001
85547,28-05-2003
85550,02-07-2012
85563,16-06-2000
85575,03-06-2003
85581,21-05-2001
85584,02-11-2000
85597,03-07-2001
85603,31-03-2004
85606,19-11-2002
85607,10-08-1997
85622,16-04-2009
85625,03-02-2009
85633,13-01-2009
85670,03-04-2001
85682,06-12-1977
85692,20-10-1998
85700,28-08-2001
85713,12-06-2003
85713,04-03-2013
85714,24-07-2009
85733,03-04-2002
85742,02-10-2002
85768,15-02-2006
85772,03-09-2019
85774,27-01-2003
85775,22-03-2002
85802,04-02-2004
85805,21-12-1998
85805,23-06-2004
85821,11-03-1997
85827,14-11-2001
85832,26-08-2010
85837,17-03-2009
85846,16-07-2008
85849,21-02-2002
85849,15-05-2008
85853,05-03-1999
85868,22-01-2007
85870,27-09-2001
85872,20-03-2000
85872,11-09-2002
85882,31-01-2008
85884,22-02-2001
85887,10-06-2002
85896,15-03-2010
85902,16-12-2003
85906,23-06-1988
85909,01-12-2017
85909,11-02-2019
85921,24-05-2002
85930,05-02-2001
85962,14-03-2003
85965,13-06-2002
85974,20-12-2001
85975,23-01-2004
85977,31-01-2003
85978,03-05-2010
85979,20-01-2005
85984,04-01-2005
85987,04-01-2008
85995,15-05-2009
86007,08-04-2009
86022,15-02-2001
86025,16-05-2010
86037,01-07-2011
86038,29-02-2008
86039,11-12-2000
86045,15-11-2000
86046,02-07-2001
86049,05-12-2001
86058,15-06-2001
86060,15-07-2003
86065,19-08-1999
86070,03-04-2002
86077,15-04-2002
86089,07-07-2001
86089,29-01-2003
86090,03-02-2006
86094,13-04-2001
86095,01-08-1986
86103,19-03-2001
86109,29-05-2009
86112,10-12-2003
86132,17-02-1987
86140,07-05-2001
86148,09-10-2001
86155,30-11-2017
86165,18-05-2009
86167,25-01-2008
86171,20-08-2008
86175,24-06-1988
86179,24-07-2000
86183,27-10-1989
86189,28-01-2013
86193,25-01-2002
86197,09-08-2004
86227,27-06-2003
86230,12-01-2009
86233,05-03-2014
86238,15-05-2003
86239,07-11-1990
86243,30-05-2001
86249,08-04-2013
86257,06-07-2000
86270,15-05-2009
86275,07-09-2000
86283,28-06-2002
86284,11-06-2014
86289,21-09-2001
86298,11-06-2007
86309,20-12-2001
86310,19-04-2000
86316,15-10-2002
86326,07-02-2002
86331,19-02-2002
86343,01-01-1988
86344,26-07-2001
86360,14-04-2003
86361,01-11-2002
86371,28-06-2002
86412,22-02-2001
86419,26-01-2010
86422,08-01-2001
86424,11-08-2003
86425,14-02-2003
86435,01-11-2005
86437,16-11-2009
86446,04-01-2001
86496,28-02-2013
86512,19-04-2011
86521,06-02-2008
86532,30-05-2001
86536,09-01-2001
86538,23-05-2001
86539,12-01-2001
86569,17-08-2001
86574,29-10-2012
86591,14-10-2005
86610,05-05-1992
86642,11-09-1990
86642,23-01-2001
86677,08-09-2000
86711,22-05-2002
86712,26-12-2000
86715,06-05-2015
86722,01-01-1986
86736,23-12-2002
86748,21-10-2005
86759,17-03-2015
86762,05-03-2008
86767,28-01-2004
86772,13-05-2003
86781,03-09-1987
86790,21-11-2001
86800,06-06-1986
86801,15-10-2002
86815,20-03-2002
86816,18-04-2002
86831,07-02-2001
86833,12-07-2002
86847,10-12-2014
86848,17-01-2002
86849,28-08-2000
86850,30-03-2012
86862,02-08-2001
86891,25-05-2001
86894,26-04-2001
86905,17-01-2001
86907,14-11-2002
86914,04-11-2003
86915,29-04-2010
86925,07-10-2002
86969,20-12-2000
86975,11-10-2016
86976,15-09-2003
86980,17-12-2001
86986,27-11-2002
87002,13-04-2009
87003,17-03-2000
87008,14-05-2004
87011,15-05-2001
87017,14-03-2008
87018,07-06-2002
87019,04-02-2002
87024,16-04-2010
87026,28-04-2010
87028,25-10-2002
87036,21-12-2004
87050,21-08-2003
87057,16-07-2009
87063,06-06-1989
87064,25-04-2002
87073,08-08-2002
87090,01-08-1991
87096,26-06-2002
87102,18-12-2002
87103,07-10-2004
87104,19-04-2001
87106,20-06-2003
87107,20-12-2002
87108,27-08-2002
87111,03-05-2004
87124,27-04-2001
87129,05-10-2011
87135,08-08-1986
87150,11-03-2002
87154,03-12-2001
87156,31-07-2006
87169,14-09-2004
87177,11-09-2003
87185,26-06-2002
87191,30-01-2001
87202,12-10-2000
87203,19-07-2000
87207,23-03-2004
87209,31-03-2017
87240,31-05-2001
87244,16-03-2001
87249,19-09-2002
87252,11-02-2003
87253,06-11-2002
87259,21-12-2001
87266,14-04-1989
87295,02-05-2002
87304,05-09-2001
87305,21-12-2000
87309,20-12-2001
87310,14-08-2017
87314,12-04-2001
87319,24-07-2003
87334,19-10-2001
87351,03-11-2003
87358,09-08-2007
87375,30-08-2019
87378,27-03-2009
87395,30-05-2002
87407,01-05-2007
87409,22-12-2000
87411,07-03-2001
87428,27-07-2001
87434,28-11-2001
87452,04-04-2003
87463,24-11-2003
87468,01-04-2002
87472,26-09-2005
87474,23-05-2006
87480,13-11-2001
87491,09-10-2001
87495,30-03-2008
87502,25-01-2002
87517,20-04-2001
87518,08-02-2007
87522,22-11-1989
87535,12-11-2002
87560,15-08-2001
87564,01-03-2010
87577,05-06-2013
87579,15-11-2007
87582,13-05-2003
87584,01-02-2011
87596,07-10-2004
87603,14-02-2007
87605,31-03-2009
87607,25-04-2002
87610,11-06-2002
87619,10-03-2009
87626,12-05-2005
87636,25-07-2019
87645,26-06-1992
87665,11-03-2002
87667,30-01-2002
87668,03-10-2002
87709,01-01-1989
87755,15-01-2014
87756,14-09-2007
87766,31-07-2001
87770,15-02-2002
87772,29-07-2002
87796,21-11-2001
87801,07-08-2009
87811,11-09-2014
87816,28-09-2016
87823,04-08-2004
87830,16-06-2003
88082,28-09-1989
88111,18-06-2004
88150,22-06-2004
88155,21-08-2003
88170,31-10-2000
88175,10-02-2003
88176,31-01-2003
88201,28-06-2001
88206,22-05-2007
88232,16-05-2003
88232,14-06-2017
88234,07-02-2003
88241,18-01-2002
88251,11-10-2001
88261,16-02-2001
88273,16-04-2002
88276,03-06-2003
88306,01-01-1990
88319,04-06-2009
88323,13-11-2001
88335,10-11-2014
88345,04-12-2002
88350,25-07-2002
88414,17-05-2002
88432,03-06-2010
88437,01-10-1986
88472,25-02-2003
88479,02-06-2003
88486,05-02-2003
88492,18-06-2003
88498,07-10-2008
88500,24-06-2005
88513,28-08-2003
88515,01-07-2003
88518,27-10-2004
88522,25-04-2003
88536,11-10-2002
88537,26-02-2015
88540,13-01-2006
88544,31-03-2009
88561,07-10-2002
88572,25-03-2019
88573,14-02-2007
88577,16-10-2008
88582,15-11-2001
88585,13-06-2005
88587,19-01-2017
88589,28-08-2002
88599,28-02-2002
88601,16-07-2003
88613,09-06-1993
88620,31-03-2009
88623,15-11-2006
88638,13-05-2002
88641,10-12-2001
88642,06-06-2008
88643,21-07-2000
88644,18-04-2002
88661,20-09-2007
88667,01-12-2006
88679,14-06-2002
88701,24-08-1992
88717,21-11-2002
88724,24-10-2001
88730,05-12-2008
88740,14-08-2018
88741,14-01-2003
88751,14-11-2003
88783,08-05-2003
88791,31-10-2011
88794,13-12-2002
88797,26-09-2011
88799,15-08-2011
88801,23-03-2011
88806,30-07-2001
88806,03-11-2014
88816,16-03-1989
88817,05-05-2009
88864,05-02-2002
88882,03-05-2016
88906,20-08-2012
88910,23-02-2009
88913,08-02-2006
88925,21-08-2000
88925,29-09-2005
88945,01-04-2013
88950,19-01-2004
88973,08-06-2004
88980,03-06-2002
88987,04-10-2006
88991,13-04-2016
88992,20-08-2007
88992,14-06-2017
89018,17-11-2011
89026,01-01-1985
89027,29-07-2002
89032,10-01-2005
89045,22-07-2009
89077,19-10-1992
89077,15-11-2001
89093,05-10-2004
89106,16-04-1990
89165,05-08-1986
89173,09-08-1988
89212,30-07-2002
89217,12-12-2001
89218,13-02-2015
89237,21-09-2009
89280,01-03-2002
89300,14-03-2008
89312,23-03-2006
89315,01-08-2007
89325,07-02-2002
89347,06-08-2008
89366,30-07-2010
89370,27-12-2006
89370,09-07-2010
89384,01-01-1987
89399,06-05-2016
89421,20-04-1990
89446,15-01-2004
89452,19-01-2007
89452,23-03-2016
89463,04-11-2009
89464,01-08-1987
89523,08-09-2003
89531,06-07-2010
89536,20-06-1986
89552,28-02-2002
89559,20-07-2005
89567,28-09-2016
89608,02-02-1993
89631,16-06-2009
89644,06-07-2004
89675,12-06-1989
89739,01-01-1986
89743,29-10-2008
89750,31-08-2004
89751,09-11-2009
89757,15-10-2018
89806,23-12-2009
89829,09-08-2005
89831,08-07-2008
89834,18-04-2008
89854,28-10-2005
89860,04-05-2010
89861,26-06-2009
89865,31-12-2014
89873,01-03-2010
89885,09-08-2012
89886,23-12-1996
89888,26-01-2015
89899,11-02-2008
89919,02-04-2012
89928,13-11-2008
89943,11-03-2010
89962,08-09-2008
89963,17-05-2005
89974,01-02-1986
89978,25-01-1999
90024,03-10-2012
90025,15-01-2010
90093,24-06-2010
90128,11-06-2008
90159,08-08-2008
90182,01-01-1988
90192,26-02-2016
90196,06-05-2004
90196,21-06-2013
90204,14-10-2014
90209,24-05-2011
90212,14-11-2008
90229,27-10-2009
90247,03-05-2013
90254,11-11-1991
90255,15-08-2007
90270,24-07-2009
90273,15-10-2015
90308,15-10-2007
90317,24-09-2010
90318,04-05-2010
90337,24-09-2010
90395,30-04-2009
90411,24-06-2015
90437,07-11-2008
90453,08-11-2007
90475,28-08-2009
90480,11-08-2009
90492,03-06-2016
90538,08-04-2014
90547,03-08-2015
90555,26-10-2009
90556,03-06-2019
90560,27-06-2013
90566,30-04-2008
90596,21-09-2001
90629,23-03-2009
90643,08-10-2009
90653,12-03-2008
90678,13-03-2012
90681,12-03-2015
90700,30-03-2010
90719,09-04-2010
90724,06-08-2014
90727,18-07-2012
90738,02-06-2009
90746,08-02-2012
90750,01-02-2016
90777,31-03-2009
90788,29-07-2011
90791,29-03-2019
90809,05-06-2012
90813,21-04-2014
90816,25-01-2011
90823,31-07-2009
90826,07-01-2009
90847,17-04-2012
90848,21-10-2005
90852,17-10-1997
90863,02-07-2013
90865,01-05-2019
90877,29-10-2008
90904,22-07-2010
90911,25-02-2009
90937,04-03-2009
90938,10-11-2008
90939,16-09-2011
90945,10-11-2008
90947,24-03-2010
90951,17-08-2015
90968,25-07-2016
90970,07-07-2010
90974,08-04-2013
90990,17-03-2008
91012,20-01-2009
91019,02-05-2011
91029,02-03-2009
91031,16-09-2009
91036,12-06-2009
91039,05-02-2009
91040,25-10-2016
91062,01-01-1986
91069,01-11-2018
91074,12-11-2009
91078,08-03-2019
91081,11-05-2016
91088,13-11-2018
91097,24-12-1987
91109,17-01-2018
91136,08-10-2015
91150,22-08-2006
91159,04-09-2009
91169,26-10-1989
91193,22-01-1997
91206,22-09-1988
91211,14-07-2009
91268,16-07-2009
91280,19-06-2009
91281,03-08-1989
91282,11-01-2013
91283,28-07-2016
91288,13-04-2009
91322,06-11-2008
91347,25-11-2009
91359,17-07-2009
91364,14-06-2016
91369,27-01-2012
91391,28-02-2019
91396,26-04-1989
91419,15-12-2015
91420,23-01-2009
91469,10-10-2008
91489,02-04-2018
91494,16-05-2016
91496,24-03-2010
91506,01-04-2009
91512,09-02-2009
91524,27-09-2013
91576,31-03-2009
91598,24-03-2016
91655,05-11-2018
91660,02-12-2008
91681,11-05-2009
91708,06-12-1988
91739,21-06-2019
91740,01-04-2009
91746,21-10-2008
91767,13-12-2000
91775,03-01-1992
91804,22-07-2003
91820,14-12-2010
91840,03-05-2011
91903,23-10-2008
91905,30-01-2018
91946,15-09-2009
91958,25-04-2008
91961,29-05-2009
91965,12-03-2018
91976,15-10-2015
91986,12-04-1988
92006,13-07-1990
92012,01-04-2009
92030,12-08-2011
92033,01-11-2012
92037,12-12-2008
92042,15-11-2012
92081,18-11-1988
92099,22-10-2010
92101,11-08-2015
92137,10-01-1992
92150,03-12-2015
92161,31-07-1986
92177,07-03-2017
92180,11-04-1988
92180,30-01-2003
92190,03-11-2011
92193,14-05-2009
92205,18-05-2018
92206,22-07-2008
92208,06-01-2009
92215,14-04-2016
92216,15-07-2013
92217,28-01-1993
92232,02-02-2016
92235,29-10-2008
92243,24-03-2014
92266,12-12-2017
92276,18-08-1989
92312,11-01-2013
92315,30-10-2009
92319,14-11-2014
92321,29-06-1983
92346,09-07-2012
92356,01-01-1990
92375,02-02-2017
92375,01-04-2019
92395,01-05-2017
92420,26-12-1989
92421,16-05-2016
92429,19-11-2019
92483,24-08-2009
92484,05-11-2010
92487,02-07-1987
92495,01-01-1986
92524,25-11-1997
92526,22-04-2010
92535,04-03-2016
92540,22-06-2015
92547,20-09-2010
92557,13-12-2019
92612,01-01-1989
92612,09-11-2001
92663,29-05-2009
92670,26-01-2016
92722,13-12-2010
92727,01-01-1985
92758,10-10-2014
92763,14-12-2015
92775,25-07-2019
92777,01-07-2019
92821,03-10-1996
92874,16-02-2017
92946,27-09-1989
92954,01-01-1988
92962,31-01-1992
92989,20-07-1990
92997,10-02-1995
93006,14-02-2011
93007,26-04-2013
93033,14-04-1988
93037,17-10-2012
93041,01-01-1989
93041,20-12-2001
93069,13-10-2004
93078,01-08-2017
93095,10-05-2019
93105,04-05-2010
93106,26-04-2018
93152,14-12-2017
93172,15-10-1986
93194,18-03-2013
93240,18-03-2013
93310,01-04-2016
93317,27-03-2014
93346,12-02-2014
93348,19-01-2011
93351,07-04-2014
93355,06-12-2013
93358,29-12-2014
93391,17-09-2013
93398,06-10-2015
93430,27-02-2012
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
